,pid,lab,ml_e_p,ap_e_p,dv_e_p,ml_t_p,ap_t_p,dv_t_p,phi_p,theta_p,depth_p,ml_e_m,ap_e_m,dv_e_m,ml_t_m,ap_t_m,dv_t_m,phi_m,theta_m,depth_m,ml_e_e,ap_e_e,dv_e_e,ml_t_e,ap_t_e,dv_t_e,phi_e,theta_e,depth_e
0,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,4935.000,6089.972,332.000,3827.125,6089.972,6931.867,0.000,10.000,6692.207,4935.000,6089.972,332.000,3827.125,6089.972,6931.867,0.000,10.000,6692.207,4675.000,5925.000,525.000,4401.221,7186.911,6718.068,77.759,11.778,6326.253
1,362823e7-5514-41d3-a31d-4b73f91ad3d0,zadorlab,6739.000,7929.899,235.361,4927.465,7929.899,6459.378,0.000,17.000,6482.287,6740.500,7932.659,1846.916,5142.689,7932.659,7336.628,0.000,17.000,5717.511,6525.000,8775.000,250.000,5029.274,9412.200,6784.342,23.075,13.972,6733.562
2,57656bee-e32e-4848-b924-0f6f18cfdfb1,zadorlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3356.700,7013.523,1124.227,4366.198,7013.523,5081.682,180.000,15.000,4084.181,3625.000,7650.000,375.000,4639.760,8379.857,3977.570,144.275,19.135,3813.259
3,e42e948c-3154-45cb-bf52-408b7cda0f2f,churchlandlab_ucla,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3466.000,7265.133,482.210,4793.379,7265.133,5685.831,180.000,15.000,5370.252,3525.000,8050.000,425.000,4164.419,8637.391,4669.310,137.428,11.562,4332.211
4,99086aba-f671-42b5-bdc0-e665c61f5452,zadorlab,4445.000,7699.908,260.571,5480.276,7699.908,4319.083,180.000,15.000,4188.474,4441.900,7614.167,946.391,5476.762,7614.167,5003.279,180.000,15.000,4186.799,4300.000,7775.000,225.000,5240.990,8674.385,3874.885,136.295,19.628,3875.050
5,55423355-281c-41f2-8ef7-5aa098ffbbed,hoferlab,2309.000,7009.936,1060.992,1377.378,7009.936,6610.880,0.000,10.000,5627.538,2359.000,7015.455,1298.387,1512.291,7015.455,6342.423,0.000,10.000,5114.608,2125.000,7000.000,1125.000,1700.205,7308.877,5009.467,36.022,7.700,3919.813
6,0b877123-0902-4432-b789-c4c6cc681df4,mainenlab,4939.000,7699.908,235.361,5974.276,7699.908,4293.873,180.000,15.000,4188.474,4743.000,7445.998,715.403,5777.241,7445.998,4769.857,180.000,15.000,4184.286,4900.000,7325.000,175.000,5914.541,7618.720,3997.947,163.854,15.444,3966.168
7,af1e9dee-8c26-4b2b-ac43-358221048797,mainenlab,6732.000,5629.991,610.361,4825.152,5629.991,7161.853,0.000,17.000,6823.350,6700.000,5626.311,509.521,4787.012,5626.311,7082.107,0.000,17.000,6845.320,6375.000,5175.000,750.000,4585.210,5997.049,6278.227,24.669,19.610,5868.595
8,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,3971.000,4940.018,1010.571,5006.276,4940.018,5069.083,180.000,15.000,4188.474,3971.000,4939.926,634.521,5216.075,4939.926,5515.490,180.000,15.000,5037.268,3825.000,5075.000,950.000,4398.839,5465.275,4668.110,145.780,10.572,3782.320
9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,4426.000,6089.972,510.571,3250.923,6089.972,7510.775,0.000,10.000,7098.145,4426.200,6089.880,510.571,3251.071,6089.880,7511.086,0.000,10.000,7098.460,3700.000,6050.000,600.000,3285.918,7279.485,6521.931,71.387,12.357,6062.373
10,79fbd14b-bfad-4b28-90a9-3019bf72336f,angelakilab,2598.000,5400.000,1359.311,3633.276,5400.000,5417.823,180.000,15.000,4188.474,2598.000,5400.368,1630.845,3633.224,5400.368,5689.153,180.000,15.000,4188.265,2150.000,5575.000,1525.000,2860.999,6169.932,5333.073,140.079,13.682,3919.296
11,a4ed0599-4a72-4afb-8fe9-d0d046aec6aa,angelakilab,2343.000,9769.825,1460.151,1671.502,9769.825,5460.416,0.000,10.000,4056.233,2387.500,10019.595,2895.655,1803.695,10019.595,6373.516,0.000,10.000,3526.520,2325.000,10975.000,2050.000,2013.178,11113.377,5618.739,23.930,5.460,3585.007
12,3bd1f88b-4e0c-43a6-9483-3305e82f2fae,zadorlab,3471.000,9539.834,710.151,4506.276,9539.834,4768.663,180.000,15.000,4188.474,3020.500,9491.904,1376.013,4013.640,9491.904,5269.343,180.000,15.000,4018.003,2912.452,9894.332,1100.000,4049.362,10301.218,4852.421,160.308,17.838,3941.926
13,c9664185-d3fd-4e0e-89cf-77c402038938,zadorlab,2893.000,9309.844,860.361,2003.227,9309.844,6160.944,0.000,10.000,5374.744,2893.600,9212.144,1283.261,2173.290,9212.144,5574.312,0.000,10.000,4351.088,2948.760,9608.074,925.000,2455.448,9927.134,4883.800,32.894,8.441,4002.156
14,88e1154c-bd92-446d-bd6d-550062666223,wittenlab,1717.000,6549.954,1659.731,1087.525,6549.954,5409.656,0.000,10.000,3802.390,1781.200,6538.178,1659.731,1121.337,6538.178,5590.686,0.000,10.000,3985.954,1800.000,6275.000,1575.000,1649.559,6681.528,5026.049,69.692,7.159,3478.166
15,a9c9df46-85f3-46ad-848d-c6b8da4ae67c,zadorlab,2309.000,7929.899,1010.571,1377.378,7929.899,6560.460,0.000,10.000,5627.538,2312.000,7931.647,1696.601,1561.909,7931.647,6165.063,0.000,10.000,4530.981,2800.000,9075.000,800.000,2513.166,9733.417,4820.054,66.460,10.129,4083.702
16,2781c08e-a356-4a0d-8c28-4f94d1c87f69,zadorlab,4025.000,10459.798,1522.126,5060.276,10459.798,5580.638,180.000,15.000,4188.474,3851.500,10390.616,844.920,4861.257,10390.616,4803.390,180.000,15.000,4085.228,3900.000,11075.000,1250.000,4851.775,11478.643,5679.117,157.018,13.139,4548.174
17,01937b3b-8719-43c3-b5bd-14e6b0cf2802,wittenlab,7510.000,11609.752,-6065.059,7508.264,11609.752,-6054.714,0.000,10.000,10.489,7421.000,11337.902,-999.933,6461.594,11337.902,4715.469,0.000,10.000,5795.367,7550.000,11200.000,1200.000,6377.215,11513.930,6461.246,14.986,12.994,5399.508
18,febb430e-2d50-4f83-87a0-b5ffbb9a4943,danlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3267.645,7880.337,475.000,4336.240,8066.726,5343.587,170.106,12.560,4987.963
19,f4bd76a6-66c9-41f3-9311-6962315f8fc8,mainenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3643.000,7399.080,947.546,4678.276,7399.080,5006.058,180.000,15.000,4188.474,3475.000,7100.000,475.000,4345.399,7710.907,4645.162,144.936,14.306,4303.609
20,5a4740a3-8e93-495d-b6cf-83dccba01d7a,mainenlab,7010.000,10689.788,1210.151,5977.662,10689.788,7360.027,0.000,10.000,6235.920,7167.000,11034.775,1398.176,6264.029,11034.775,6777.378,0.000,10.000,5454.463,7000.000,11400.000,1225.000,6601.999,11069.485,4617.806,-39.708,8.670,3432.022
21,2122d807-13ab-494e-a1cc-e55cf24d3e9f,cortexlab,3958.000,5400.000,809.941,4993.276,5400.000,4868.453,180.000,15.000,4188.474,4164.900,5400.000,-435.857,5247.333,5400.000,3807.520,180.000,15.000,4379.259,4125.000,5425.000,725.000,4943.828,5907.160,4620.781,149.509,13.708,4009.996
22,082187a0-121f-47d5-962a-a9ad467e7124,cortexlab,4935.000,5170.009,760.571,3801.946,5170.009,7510.435,0.000,10.000,6844.303,4969.800,5157.682,-275.353,3847.581,5157.682,6409.961,0.000,10.000,6778.849,4825.000,5425.000,675.000,4536.707,5112.650,7174.666,-47.294,3.742,6513.550
23,fd555d39-b728-44aa-90d2-796b8bb58300,churchlandlab,4935.000,4710.028,910.782,3827.125,4710.028,7510.649,0.000,10.000,6692.207,4745.300,4592.548,1186.307,3709.610,4592.548,7356.148,0.000,10.000,6256.165,4675.000,4850.000,875.000,2778.704,6020.705,7565.193,31.690,18.423,7051.608
24,f86e9571-63ff-4116-9c40-aa44d57d2da9,churchlandlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3493.000,7240.294,494.920,4637.575,7240.294,4981.909,180.000,15.000,4630.672,3475.000,7600.000,425.000,4453.295,8122.454,4663.576,151.896,14.663,4381.272
25,96fe2729-b5a2-4e77-92bb-9df410144768,zadorlab,4935.000,5629.991,610.361,3810.454,5629.991,7309.537,0.000,10.000,6792.905,4891.100,5617.295,361.832,3892.692,5617.295,6309.574,0.000,10.000,6030.958,4550.000,5175.000,775.000,4080.695,6990.480,5282.154,75.506,22.589,4881.665
26,b4131145-9675-4433-88e1-9ae016c701dd,zadorlab,4439.000,5859.982,586.202,5474.276,5859.982,4644.714,180.000,15.000,4188.474,4438.900,5861.454,727.483,5455.955,5861.454,4714.565,180.000,15.000,4114.757,4225.000,5550.000,675.000,5476.806,6720.152,3901.249,136.931,27.974,3653.076
27,789fd2ee-c755-46c5-9c6f-260092520216,angelakilab,2802.000,10459.798,2610.361,3837.276,10459.798,6668.873,180.000,15.000,4188.474,2801.800,10459.614,1849.227,3837.076,10459.614,5907.739,180.000,15.000,4188.474,2725.000,11600.000,1825.000,3747.575,11435.969,5747.659,-170.887,14.790,4057.070
28,7332e6cf-9847-4aca-b2e3-d864989dd0fb,angelakilab,6203.000,10229.807,1309.941,4485.901,10229.807,7209.498,0.000,17.000,6144.363,6202.500,10156.854,1006.790,4485.401,10156.854,6906.346,0.000,17.000,6144.363,6000.000,11200.000,875.000,5266.113,11504.819,6459.820,22.555,8.098,5641.074
29,e52942b9-62b8-4cbf-9597-d73aea5cdb3e,churchlandlab,6526.000,11149.770,1010.571,5443.304,11149.770,7460.442,0.000,10.000,6540.111,6557.200,11310.488,1325.382,5594.720,11310.488,7059.094,0.000,10.000,5813.933,6850.000,11800.000,1175.000,5610.726,12539.528,6537.157,30.826,15.063,5552.965
30,62a97aee-9f8b-40be-9ea7-f785ede30df8,churchlandlab,4445.000,2640.110,1714.353,5480.276,2640.110,5772.865,180.000,15.000,4188.474,4675.300,2556.946,496.706,5697.351,2556.946,4503.370,180.000,15.000,4134.966,4375.000,2375.000,1900.000,5594.064,3759.213,5774.537,131.370,25.457,4291.177
31,17f738d1-b16d-4cd3-8c52-77b08ad2e37f,wittenlab,6203.000,3790.064,1110.361,4383.863,3790.064,7360.496,0.000,17.000,6509.489,6203.000,3790.064,332.000,4673.311,3790.064,5587.658,0.000,17.000,5473.745,6175.000,3800.000,1225.000,4804.548,4970.285,6677.335,40.495,18.290,5742.444
32,afe87fbb-3a17-461f-b333-e22903f1d70d,churchlandlab_ucla,7982.000,7239.926,332.000,6894.960,7239.926,4593.437,0.000,15.000,4397.898,7991.000,7200.552,-742.685,6903.960,7200.552,3518.753,0.000,15.000,4397.898,7975.000,7325.000,475.000,6834.880,7963.668,4670.026,29.257,17.303,4393.861
33,02cc03e4-8015-4050-bb42-6c832091febb,churchlandlab_ucla,3496.000,7239.926,332.000,4583.040,7239.926,4593.437,180.000,15.000,4397.898,3497.600,7248.022,-645.521,4584.666,7248.022,3616.018,180.000,15.000,4398.003,3500.000,7525.000,425.000,4961.301,8187.605,4750.793,155.609,20.351,4613.777
34,5d9a5895-0f28-416c-a6d6-3e781658ea57,mrsicflogellab,8185.000,11379.761,1510.571,9220.276,11379.761,5569.083,180.000,15.000,4188.474,8218.000,11270.285,2824.647,8865.048,11270.285,5361.217,180.000,15.000,2617.796,8588.665,12450.000,2325.000,8784.746,12450.000,4250.385,180.000,5.815,1935.343
35,50ebb677-e4a3-4421-b74f-1997a9cd1ad1,mrsicflogellab,6739.000,7469.917,235.361,4984.770,7469.917,6262.492,0.000,17.000,6277.231,6739.000,7473.597,1218.555,4781.864,7473.597,7942.824,0.000,17.000,7003.297,6685.825,7898.561,175.000,4877.854,8062.802,5837.877,5.191,17.775,5946.756
36,834fca72-0b69-44e4-b77e-95a61290b50d,mainenlab,4939.000,7469.917,235.361,3860.645,7469.917,6659.370,0.000,10.000,6513.888,5142.000,7472.677,688.092,4176.516,7472.677,6439.701,0.000,10.000,5832.080,4725.000,7275.000,225.000,3832.633,7868.146,5253.869,33.612,12.028,5141.757
37,7be00744-2e27-4062-8f56-3969e24e9990,mainenlab,3499.000,7239.926,509.521,4534.276,7239.926,4568.033,180.000,15.000,4188.474,3490.000,7254.646,1153.429,4525.276,7254.646,5211.940,180.000,15.000,4188.474,2950.000,6900.000,725.000,3948.052,7147.508,4048.838,166.072,17.190,3479.263
38,9657af01-50bd-4120-8303-416ad9e24a51,zadorlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3482.000,7248.574,1014.038,4464.037,7248.574,4863.841,180.000,15.000,3973.082,3450.000,7200.000,475.000,4528.684,8417.951,3625.043,131.530,27.316,3545.382
39,4c04120d-523a-4795-ba8f-49dbb8d9f63a,zadorlab,7982.000,7239.926,509.521,6946.724,7239.926,4568.033,0.000,15.000,4188.474,7978.500,7571.297,833.155,6988.284,7571.297,4715.021,0.000,15.000,4006.171,7831.059,7395.760,425.000,7146.326,8563.617,3408.656,59.616,24.405,3276.424
40,49a86b2e-3db4-42f2-8da8-7ebb7e482c70,cortexlab,2150.000,4848.022,332.000,1629.055,4848.022,3435.386,0.000,10.000,3146.806,2250.000,4822.263,332.000,1711.691,4822.263,3538.832,0.000,10.000,3251.699,2425.000,4025.000,2200.000,2109.953,4545.121,5816.288,58.796,9.545,3667.059
41,437f43e1-9c8f-4be9-ac89-97885b0e03d0,cortexlab,3458.000,9999.816,960.151,4493.276,9999.816,5018.663,180.000,15.000,4188.474,3677.900,10064.765,-1057.706,4713.280,10064.765,3001.212,180.000,15.000,4188.893,4225.000,10700.000,1275.000,4848.880,10932.919,5042.419,159.527,10.024,3825.823
42,aecd7612-b5c5-4ad2-9e76-e5b783387e47,cortexlab,6725.000,10229.807,1233.261,4985.388,10229.807,7210.165,0.000,17.000,6224.921,4779.000,10240.570,-1114.324,3233.026,10240.570,4197.286,0.000,17.000,5532.019,6900.000,10550.000,1150.000,5019.295,10914.998,6693.814,10.983,19.064,5865.505
43,45c49ba2-a113-4446-9c6d-9b049c1f9f74,churchlandlab,4435.000,5629.991,610.361,3301.946,5629.991,7360.225,0.000,10.000,6844.303,4557.000,5580.865,362.462,3374.994,5580.865,7403.941,0.000,10.000,7139.997,4046.419,6046.062,525.000,3132.335,6898.756,6949.904,43.010,11.010,6545.382
44,dec6ad00-01c8-4bfd-bcdc-b37c5e0cdb0e,churchlandlab,4439.000,5859.982,586.202,5474.276,5859.982,4644.714,180.000,15.000,4188.474,4262.100,6007.728,347.126,5332.938,6007.728,4545.048,180.000,15.000,4332.348,3975.000,6425.000,475.000,4951.800,6937.003,4007.023,152.338,17.341,3700.199
45,bdb2ec51-d948-4428-b2cc-2c6cd5bf5fe3,danlab,4445.000,10459.798,1210.151,5480.276,10459.798,5268.663,180.000,15.000,4188.474,4445.000,10459.798,1210.151,5480.276,10459.798,5268.663,180.000,15.000,4188.474,4775.000,10700.000,1100.000,5792.995,11238.606,5618.545,152.117,14.299,4663.010
46,11f70c37-a546-439a-9fb7-da6b6ebfb0cb,danlab,8425.000,11609.752,1714.353,7510.916,11609.752,7159.761,0.000,10.000,5521.595,8425.000,11609.752,1714.353,7556.759,11609.752,6886.663,0.000,10.000,5244.676,8600.000,11500.000,1750.000,8306.022,12357.121,6394.604,71.069,11.039,4732.170
47,6d24683c-da42-4610-baf0-7ceee7014394,danlab,7982.000,7239.926,509.521,6946.724,7239.926,4568.033,0.000,15.000,4188.474,7982.000,7239.926,509.521,6946.724,7239.926,4568.033,0.000,15.000,4188.474,8050.000,7050.000,525.000,6923.180,7049.000,4752.223,-0.051,14.926,4374.830
48,1ff5ce1f-5500-444b-ad5f-70f90dd22ac3,danlab,2585.000,7239.926,860.361,3620.276,7239.926,4918.873,180.000,15.000,4188.474,2585.000,7239.926,860.361,3620.276,7239.926,4918.873,180.000,15.000,4188.474,2225.000,7300.000,1025.000,2964.465,7326.112,5589.040,177.978,9.209,4623.630
49,06d42449-d6ac-4c35-8f85-24ecfbc08bc1,wittenlab,2598.000,5859.982,1210.151,3633.276,5859.982,5268.663,180.000,15.000,4188.474,2690.000,6183.809,1635.571,3725.276,6183.809,5694.083,180.000,15.000,4188.474,2875.000,5775.000,1025.000,3069.656,6543.675,5745.794,104.211,9.535,4786.925
50,44f5caad-c703-4279-866b-0303e57d2a7f,churchlandlab,2585.000,9079.853,960.151,3620.276,9079.853,5018.663,180.000,15.000,4188.474,2779.800,9015.455,979.584,3878.150,9015.455,5285.361,180.000,15.000,4443.657,2800.000,9300.000,875.000,3927.259,10030.824,5249.979,147.044,17.070,4576.599
51,f74a6b9a-b8a5-4c80-9c30-7dd4cdbb48c0,churchlandlab,6717.000,3790.064,1210.151,5014.227,3790.064,7060.486,0.000,17.000,6093.099,6721.600,3766.973,400.067,5009.676,3766.973,6281.844,0.000,17.000,6125.845,6875.000,3875.000,1175.000,5339.799,4891.585,6465.843,33.512,19.188,5602.080
52,de5d704c-4a5b-4fb0-b4af-71614c510a8b,mrsicflogellab,6571.000,11839.742,1160.782,7606.276,11839.742,5219.293,180.000,15.000,4188.474,6559.000,11839.742,2745.866,7594.276,11839.742,6804.377,180.000,15.000,4188.474,6600.000,12525.000,1600.000,7689.492,12612.545,5042.704,175.406,17.614,3612.045
53,72c095b0-c7ab-4e22-a4aa-4163102de553,mrsicflogellab,8409.000,10689.788,1810.992,7519.400,10689.788,7110.540,0.000,10.000,5373.695,8410.000,10677.829,2276.328,7524.394,10677.829,7552.084,0.000,10.000,5349.570,8550.000,11150.000,1800.000,6737.954,11417.248,6468.333,8.390,21.423,5014.804
54,ece878b9-830d-4618-b801-ad0e7d8e7085,zadorlab,2162.000,8619.871,1160.782,3197.276,8619.871,5219.293,180.000,15.000,4188.474,2135.500,8364.949,1489.458,3138.243,8364.949,5420.431,180.000,15.000,4056.851,2300.000,8950.000,1050.000,2955.790,8881.008,4896.050,-173.994,9.729,3902.168
55,1fa9efcf-def3-40b1-86ae-ca411da98ef2,zadorlab,1742.000,7929.899,1409.731,1025.180,7929.899,5679.990,0.000,10.000,4330.005,2045.100,7836.891,1437.042,1276.342,7836.891,6016.708,0.000,10.000,4643.741,1875.000,8400.000,1275.000,1570.562,8620.442,5622.579,35.908,4.941,4363.797
56,6b6af675-e1ef-43a6-b408-95cfc71fe2cc,cortexlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3539.000,7261.086,332.000,4574.276,7261.086,4390.512,180.000,15.000,4188.474,3275.000,6975.000,575.000,4143.621,6988.787,3875.533,179.091,14.746,3412.947
57,b2ea68e2-c732-4d17-8166-1a8595fff225,cortexlab,2639.000,7837.902,332.000,1134.111,7837.902,4675.117,0.000,20.000,4596.450,2622.000,7957.498,332.000,1151.313,7957.498,4576.410,0.000,20.000,4491.986,2000.000,7450.000,1175.000,1021.918,7823.583,4773.293,20.905,16.223,3747.522
58,5f7766ce-8e2e-410c-9195-6bf089fea4fd,angelakilab,2910.000,9769.825,1060.992,2146.295,9769.825,5610.555,0.000,10.000,4613.217,2920.400,9616.927,2214.668,2265.798,9616.927,6114.279,0.000,10.000,3954.171,2850.000,10550.000,2175.000,2673.046,10843.108,5411.629,58.880,6.038,3254.687
59,4431f9fd-aaa8-4b10-905c-0c6869ea1088,angelakilab,2573.000,9999.816,1410.782,3608.276,9999.816,5469.293,180.000,15.000,4188.474,2572.800,9999.632,2711.832,3608.076,9999.632,6770.344,180.000,15.000,4188.474,2375.000,10950.000,2050.000,3368.428,11122.512,6479.035,170.149,12.825,4542.357
60,16ad5eef-3fa6-4c75-9296-29bf40c5cfaa,angelakilab,8749.000,10919.779,1860.361,9784.276,10919.779,5918.873,180.000,15.000,4188.474,8362.500,11136.799,2763.618,9030.848,11136.799,5383.691,180.000,15.000,2703.974,8650.000,11700.000,1875.000,9239.245,11982.871,4671.591,154.356,13.155,2871.959
61,66f810a8-b18d-4b54-9f28-2964dfceccad,angelakilab,6717.000,5170.009,809.941,4912.482,5170.009,7009.850,0.000,17.000,6457.178,6538.800,5180.773,660.887,4716.272,5180.773,6922.674,0.000,17.000,6521.625,6275.000,5425.000,675.000,5271.962,6807.853,6851.517,54.045,15.461,6408.411
62,1841cf1f-725d-499e-ab8e-7f6fc8c308b6,churchlandlab,3401.000,8389.880,510.571,2324.729,8389.880,6922.166,0.000,10.000,6501.301,3380.800,8389.972,684.101,2377.461,8389.972,6661.222,0.000,10.000,6060.748,2950.000,8400.000,625.000,2284.200,8851.712,5947.827,34.155,8.595,5383.291
63,220bca21-4cf8-43f1-a213-71645899c571,churchlandlab,3035.000,7699.908,610.361,4070.276,7699.908,4668.873,180.000,15.000,4188.474,3006.000,7664.857,687.252,4035.090,7664.857,4721.514,180.000,15.000,4163.448,3025.000,7725.000,575.000,3561.254,7823.822,4597.758,169.559,7.719,4059.546
64,8d661567-49f3-4547-997d-a345c0ffe2dd,cortexlab,1717.000,6549.954,1659.731,1087.525,6549.954,5409.656,0.000,10.000,3802.390,1779.200,6390.432,2459.626,1300.730,6390.432,5309.982,0.000,10.000,2890.236,1575.000,6275.000,1800.000,1230.186,6218.510,5458.178,-9.304,5.456,3674.827
65,63435e73-6a72-4007-b0da-03e6473e6870,cortexlab,1764.000,9079.853,1659.731,2799.276,9079.853,5718.243,180.000,15.000,4188.474,1637.700,8991.628,2210.046,2673.235,8991.628,6269.573,180.000,15.000,4189.521,1500.000,8900.000,1775.000,2643.928,8930.578,5724.759,178.469,16.158,4112.189
66,92564b0d-7b57-45e1-8ec5-41f95340995e,wittenlab,4939.000,6779.945,336.202,5974.276,6779.945,4394.714,180.000,15.000,4188.474,4946.700,6883.809,332.000,5981.976,6883.809,4390.512,180.000,15.000,4188.474,4850.000,7025.000,225.000,5881.333,7712.072,4433.994,146.329,16.406,4387.636
67,958b1089-a066-43e2-990d-8aad703429a2,wittenlab,6203.000,4250.046,1110.361,4383.863,4250.046,7360.496,0.000,17.000,6509.489,6200.300,4250.046,654.479,4381.163,4250.046,6904.614,0.000,17.000,6509.489,6125.000,4450.000,1025.000,4075.522,5284.597,7555.050,22.157,18.720,6894.815
68,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,3393.000,7009.936,559.941,2226.258,7009.936,7510.491,0.000,10.000,7047.796,3393.100,7009.936,559.941,2355.135,7009.936,6743.334,0.000,10.000,6269.906,2756.834,7063.689,775.000,2803.959,8127.530,6869.933,92.536,9.910,6187.260
69,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,3496.000,8619.871,509.521,4531.276,8619.871,4568.033,180.000,15.000,4188.474,3495.900,8619.871,509.416,4531.228,8619.871,4568.131,180.000,15.000,4188.684,3175.000,8700.000,575.000,3741.230,9326.779,4089.243,132.095,13.515,3614.328
70,b7c57ce1-a75b-410a-94b6-8abee5a92c4f,angelakilab,4945.000,9079.853,409.731,5980.276,9079.853,4468.243,180.000,15.000,4188.474,4944.900,9080.037,528.534,5980.150,9080.037,4586.944,180.000,15.000,4188.369,4975.000,9650.000,1050.000,5767.049,9757.989,4319.143,172.236,13.740,3365.457
71,8f4fd564-7e34-4113-a6e4-ae40faa64f7a,mainenlab,4458.000,4480.037,1059.941,5493.276,4480.037,5118.453,180.000,15.000,4188.474,4402.000,4379.761,991.664,5437.276,4379.761,5050.176,180.000,15.000,4188.474,4200.000,4025.000,1225.000,5217.963,5214.467,4873.763,130.557,23.223,3970.460
72,55001cb4-e10f-4657-9760-1228b590a69c,mainenlab,4939.000,7469.917,235.361,3860.645,7469.917,6659.370,0.000,10.000,6513.888,4929.000,7472.677,403.429,4090.627,7472.677,5397.811,0.000,10.000,5064.259,4975.000,7450.000,175.000,4091.126,7755.098,5029.544,19.044,10.902,4943.775
73,0fa33419-e7b9-4d00-8cab-3b51f93ecf0c,zadorlab,4939.000,6779.945,336.202,5974.276,6779.945,4394.714,180.000,15.000,4188.474,4911.700,6808.372,794.605,5946.899,6808.372,4852.813,180.000,15.000,4188.160,4942.674,6429.304,375.000,5880.314,7618.848,3172.837,128.246,28.430,3181.521
74,ed469fda-4519-456f-a671-cf901222b4f8,zadorlab,4939.000,7009.936,285.782,3818.622,7009.936,6960.130,0.000,10.000,6767.730,4911.700,6966.697,874.437,3953.232,6966.697,6584.253,0.000,10.000,5789.703,4734.908,6792.590,300.000,4177.593,8371.588,4751.815,70.559,20.613,4756.311
75,8169d556-f994-4735-b4c8-f7c85ddc39b0,churchlandlab,7982.000,7239.926,509.521,6946.724,7239.926,4568.033,0.000,15.000,4188.474,7974.000,7239.926,592.924,6907.924,7239.926,4772.177,0.000,15.000,4313.081,7775.000,7900.000,375.000,6647.947,8068.143,4330.357,8.485,16.072,4116.232
76,69f42a9c-095d-4a25-bca8-61a9869871d3,churchlandlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3473.400,7245.446,485.782,4507.822,7245.446,4540.945,180.000,15.000,4185.019,3321.917,7743.975,475.000,4382.358,7998.064,4585.303,166.526,14.858,4252.492
77,35897454-8702-4dc4-9865-7f01fa65f355,churchlandlab,6993.000,10689.788,1210.151,5960.662,10689.788,7360.027,0.000,10.000,6235.920,7005.400,10699.264,1502.588,5965.161,10699.264,7699.532,0.000,10.000,6283.647,7300.000,11200.000,1225.000,5960.476,12082.589,7350.105,33.380,14.676,6331.683
78,9f99bd34-40d4-4aac-ae2b-7bc7f7086ccb,churchlandlab,3984.000,2640.110,1910.782,5019.276,2640.110,5969.293,180.000,15.000,4188.474,4075.000,2539.374,418.239,5183.237,2539.374,4762.775,180.000,15.000,4483.657,4000.000,2375.000,2025.000,4978.464,3347.291,5041.023,135.181,24.577,3316.494
79,72274871-80e5-4fb9-be1a-bb04acebb1de,cortexlab,2162.000,9079.853,1260.571,3197.276,9079.853,5319.083,180.000,15.000,4188.474,1765.200,8928.243,1850.487,2800.476,8928.243,5908.999,180.000,15.000,4188.474,1750.000,9025.000,1550.000,2641.456,9025.000,4199.544,-180.000,18.596,2795.493
80,1a276285-8b0e-4cc9-9f0a-a3a002978724,cortexlab,2826.000,4710.028,1559.941,2075.319,4710.028,6031.920,0.000,10.000,4534.547,2911.300,4711.132,1638.828,2150.096,4711.132,6173.495,0.000,10.000,4598.113,2825.000,4850.000,1425.000,2681.819,4733.663,5875.129,-39.094,2.374,4453.951
81,79f44ba1-c931-4346-82eb-f628a9374045,zadorlab,3958.000,5859.982,659.731,4993.276,5859.982,4718.243,180.000,15.000,4188.474,3959.500,5860.258,897.336,4977.849,5860.258,4889.491,180.000,15.000,4119.993,3575.000,5925.000,675.000,4592.748,6097.894,4279.477,170.359,15.982,3749.394
82,675952a4-e8b3-4e82-a179-cc970d5a8b01,zadorlab,3918.000,5629.991,710.151,2793.281,5629.991,7410.361,0.000,10.000,6793.954,3905.200,5631.371,760.992,2884.479,5631.371,6841.662,0.000,10.000,6165.746,3075.000,6050.000,850.000,2957.374,6039.482,7172.969,-5.110,1.070,6324.072
83,8ac7e5d5-57a4-41c8-a35d-8195784bfe95,mainenlab,6732.000,7009.936,309.941,4738.025,7009.936,7160.780,0.000,17.000,7135.119,6726.000,6843.422,567.294,4927.914,6843.422,6745.103,0.000,17.000,6434.162,6275.000,6675.000,325.000,4855.381,6989.305,6689.920,12.484,12.868,6528.883
